57,387,200,389,285,52,340,384, 
213,94,288,275,394,268,283,28, 
30,331,202,286,343,33,2,336, 
129,71,367,225,261,70,330,38, 
121,310,194,102,362,333,149,376, 
270,113,65,220,277,359,224,93, 
253,166,393,44,223,248,116,68, 
119,122,328,282,268,399,313,286, 
271,85,55,181,197,194,163,233, 
228,220,360,7,56,367,165,58, 
249,65,78,397,135,229,156,211, 
28,170,169,66,336,368,201,155, 
53,379,31,99,309,23,338,53, 
379,71,4,48,154,113,383,311, 
314,345,129,149,240,82,49,48, 
116,292,88,213,88,18,64,156, 
46,356,371,283,114,278,303,160, 
226,340,282,171,283,380,347,289, 
74,399,321,173,6,255,299,43, 
308,323,134,155,191,145,29,270, 
385,160,164,23,164,134,118,26, 
92,24,244,325,331,250,150,123, 
196,298,298,318,15,193,376,354, 
257,361,314,350,329,37,106,30, 
161,101,396,213,97,239,326,295, 
18,254,319,28,167,116,60,257, 
310,141,13,341,361,284,191,392, 
208,29,98,230,28,166,96,197, 
102,256,248,345,74,224,24,132, 
193,164,388,346,25,377,336,282, 
21,276,256,19,190,144,251,209, 
96,5,263,70,72,44,352,280, 
333,120,356,235,335,292,65,379, 
160,308,116,338,18,239,91,230, 
259,398,271,192,360,142,60,225, 
5,73,36,366,374,189,310,7, 
119,164,277,237,226,327,361,367, 
223,210,232,384,289,342,185,121, 
116,396,319,311,38,137,149,232, 
57,68,257,342,298,372,217,154, 
237,27,336,271,185,142,195,176, 
132,162,112,213,88,211,162,187, 
386,295,294,25,143,344,387,288, 
147,131,149,275,124,234,323,96, 
270,324,190,178,79,83,34,362, 
33,352,116,119,39,231,329,110, 
55,107,111,21,3,285,122,127, 
76,7,268,238,290,186,5,270, 
247,348,384,52,295,12,363,60, 
231,36,363,137,34,154,279,74, 
379,64,216,183,311,315,213,157, 
286,310,261,62,298,308,11,256, 
244,70,292,193,394,362,128,278, 
197,380,134,281,305,123,308,221, 
164,81,201,294,88,327,201,167, 
333,191,10,179,367,207,131,344, 
73,161,157,125,220,201,110,173, 
311,319,143,115,361,357,283,177, 
165,297,287,320,228,263,182,30, 
33,257,282,273,375,18,227,329, 
