204,242,91,124,325,100,83,273, 
337,344,341,16,207,396,313,332, 
219,33,399,149,175,228,214,192, 
278,194,345,284,310,253,122,218, 
94,165,378,255,354,17,232,165, 
161,207,182,124,347,296,210,349, 
200,1,387,394,66,310,345,224, 
164,109,177,390,70,137,65,155, 
156,122,373,118,292,331,18,240, 
83,255,330,265,265,352,166,165, 
139,176,219,267,53,393,391,238, 
248,266,258,355,154,338,36,268, 
266,187,395,223,40,280,351,365, 
50,218,229,288,68,25,124,190, 
327,219,182,119,14,20,356,213, 
147,152,215,355,47,352,203,118, 
47,188,384,272,285,178,178,300, 
276,12,114,280,195,170,94,39, 
336,369,328,129,378,129,362,213, 
207,3,26,30,118,153,142,46, 
109,317,156,6,155,184,257,210, 
298,220,44,316,372,10,43,178, 
125,315,198,9,197,314,283,383, 
371,361,80,19,191,171,273,336, 
289,309,47,284,252,57,247,279, 
141,250,59,143,25,66,257,179, 
393,36,142,13,190,395,326,230, 
137,52,264,130,363,195,43,159, 
260,128,99,140,215,73,160,27, 
347,6,147,251,379,67,293,28, 
343,26,345,377,311,108,186,334, 
67,129,335,335,95,303,210,210, 
12,182,235,327,227,371,220,374, 
321,27,244,40,220,182,180,300, 
96,317,317,142,187,155,83,398, 
251,233,24,304,245,142,246,274, 
318,208,210,222,25,220,349,177, 
326,0,264,64,185,144,111,145, 
342,17,315,233,350,147,303,317, 
315,394,293,363,195,377,252,336, 
32,205,385,49,1,61,151,392, 
126,91,360,196,286,26,35,128, 
274,297,151,46,256,303,143,30, 
215,295,75,328,18,250,111,224, 
42,65,21,119,139,179,356,139, 
349,214,9,129,148,241,142,129, 
194,107,156,389,99,311,66,32, 
301,7,1,79,225,136,391,392, 
155,285,31,187,215,43,57,245, 
7,45,0,231,137,129,166,48, 
390,60,235,95,261,120,395,226, 
263,28,66,252,56,172,372,74, 
304,398,256,325,30,309,100,268, 
134,129,53,73,116,322,249,276, 
104,93,311,377,392,228,84,243, 
396,281,285,126,330,5,384,259, 
335,88,186,69,389,124,255,200, 
256,276,123,92,154,234,108,267, 
315,291,69,338,129,258,105,69, 
15,378,295,377,393,143,53,78, 
175,166,290,247,273,127,338,308, 
136,349,253,235,392,302,299,222, 
196,1,232,28,294,124,103,91, 
132,67,325,176,353,5,59,85, 
329,11,86,146,117,171,84,43, 
43,8,274,27,26,46,226,331, 
245,85,185,364,372,252,174,291, 
138,60,130,120,190,261,384,12, 
310,298,50,252,360,51,284,269, 
19,235,226,260,181,251,10,264, 
81,36,4,330,166,36,223,39, 
5,113,109,174,102,209,293,144, 
245,118,379,132,306,338,96,399, 
121,104,309,304,82,249,69,194, 
243,391,148,21,63,73,49,202, 
88,32,37,328,168,209,300,193, 
86,241,395,144,278,12,371,331, 
293,59,64,66,26,240,230,193, 
259,201,77,120,48,255,298,97, 
189,227,160,367,29,239,107,154, 
54,142,256,73,172,170,299,379, 
209,247,153,240,385,339,302,7, 
377,48,167,399,48,250,102,147, 
101,210,121,48,23,396,45,308, 
371,359,371,333,308,344,320,182, 
81,163,344,23,169,202,215,31, 
298,36,149,322,173,91,216,177, 
344,243,88,300,324,158,190,300, 
238,306,173,16,346,229,45,157, 
157,237,141,356,175,357,140,307, 
363,174,50,214,321,391,379,57, 
31,20,255,257,13,308,372,86, 
